label-coarse,text
3,"What is the real name of the singer , Madonna ?"
3,What record company was formed by Herb Alpert and Jerry Moss ?
0,What are the Low Countries ?
0,What is yohimbine ?
5,What mountain range extends from the Gulf of St. Lawrence to Alabama ?
5,What is the largest island in the Mediterranean Sea ?
OTHERS,What was spawned the term `` MiG Alley '' ?
5,Where is the world 's most active volcano located ?
3,"Who portrayed Etta Place , companion to Butch Cassidey and the Sundance Kid ?"
5,What U.S. state lived under six flags ?
3,Which of the following was Rhodes Scholar ?
3,What was Mao 's second name ?
3,What company markets a shampoo `` for brunettes only '' ?
2,What is HTML ?
OTHERS,How many freckles does Howdy Doody have on his face ?
OTHERS,When will Jean Aeul publish her next book ?
OTHERS,What is a fear of gravity ?
0,What is `` alternative '' anymore ?
OTHERS,What were the trials called which followed World War II ?
OTHERS,How many frames does a disk camera shoot ?
3,What singer 's theme song was When the Moon Comes over the Mountain ?
3,Name one of King Henry VIII 's wives .
5,What country is the biggest producer of tungsten ?
OTHERS,What is the longest-running television series ?
OTHERS,Musician Ray Charles plays what instrument ?
OTHERS,What do the Japanese call Japan ?
3,Which college did Dikembe Mutombo attend ?
5,What London street claims to be the world center for men 's tailoring ?
5,What is the most useful site on the Internet ?
OTHERS,How far is Yaroslavl from Moscow ?
3,Who was the author of `` John Brown 's Body '' ?
3,Name of the powerful white trader in Conrad 's `` Heart of Darkness '' ?
OTHERS,When do you plant winter wheat ?
OTHERS,"What garment was named for Bradley , Voorhees and Day ?"
5,What was the tallest building in America in 1922 ?
OTHERS,What fossilizes to form coprolite ?
OTHERS,What is the name of the Michelangelo painting that shows two hands with fingers touching ?
OTHERS,How many school districts are there in the United States ?
5,What 's the name of a hotel in Indianapolis ?
0,Why do men snore ?
0,What is the difference between a preface and a foreword ?
OTHERS,"What word occurs 46 , 227 times in the Bible ?"
0,What is the S&P 500 used for ?
0,What causes the redness in your cheeks when you blush ?
5,On what river is Strasbourg built ?
OTHERS,What color bottles do good Rhine wines come in ?
2,What is DSL ?
OTHERS,How many hours of work does it take a typist to complete a 100-page screenplay ?
5,What German city do Italians call The Monaco of Bavaria ?
OTHERS,When did the Bounty mutiny take place ?
OTHERS,What are the two largest birds on earth ?
3,Name the tree growing company .
OTHERS,What are the 10 plagues of Egypt ?
OTHERS,Which infectious disease is the world 's deadliest ?
0,What is fellatio ?
5,What web sites are linked to the Report on Genesis Eldercare ?
0,What happens when lightning strikes a body of water ?
0,Why are organ transplants more successful today ?
OTHERS,When was the first Wall Street Journal published ?
3,Who protects DC Comics ' realm of dreams ?
OTHERS,What measures did Clinton take to avoid the draft ?
3,Who was Whitcomb Judson ?
OTHERS,What is the life span of the average monkey ?
0,What is the origin of the word `` pallbearer ? ''
OTHERS,What was the eighth day following the Nones in each month of the Roman calendar called ?
5,Name the country of giants twelve times the size of man in `` Gulliver 's Travels . ''
OTHERS,How many stars are there on the Soviet Union 's flag ?
OTHERS,How long did the Paris Commune hold out for against the rest of France ?
OTHERS,What is the average life expectancy of a male in Ireland in 1996 ?
0,Define Spumante .
3,What piano company claims its product is the `` Instrument of the immortals '' ?
OTHERS,How do you say 2 in Latin ?
3,What was Darth Vader 's son named ?
0,What are bear and bull markets ?
OTHERS,What bowl game began as an East-West contest between Michigan and Stanford in 192 ?
3,What was the occupation of Mandy Rice-Davies ?
OTHERS,What 's the hardest substance in the human body ?
0,What is paracetamol ?
3,Who is Olive Oyl 's brother ?
5,What constellation represents a hunter with club and shield ?
3,Who is the Antichrist ?
5,What is the capital of Burkina Faso ?
2,"What does R.E.M. stand for , as in the rock group R.E.M. ?"
3,What 1920s cowboy star rode Tony the Wonder Horse ?
OTHERS,What was the name of the `` Little Rascals '' dog ?
OTHERS,What is the world record for the longest hair ?
OTHERS,What year did the first issue of `` Playboy '' come out ?
3,With whom did Bush compare Saddam Hussein ?
3,"Name the company that used the line , `` Even your best friend won 't tell you '' in its ad ?"
5,In what city is the famed St. Mark 's Square ?
OTHERS,Garry Kasparov plays what game ?
OTHERS,What does Salk vaccine prevent ?
3,Who appointed the chair of the Federal Reserve ?
0,How does one correctly pronounce ` qigong ' ?
OTHERS,What chemicals are used in lethal injection ?
5,What two countries are separated by the Bering Strait ?
5,What are the Benelux countries ?
OTHERS,What day of the week sees the most fatal car accidents ?
OTHERS,How many penny-farthings are there on a Trivial Pursuit game board ?
3,Name the scar-faced bounty hunter of The Old West .
OTHERS,What can you be fined for having a dog on a beach ?
0,Why do they call a hamburger a hamburger when there is no ham ?
0,"What is the origin and the meaning of the name , `` Hajo ? ''"
0,How do you find out what is allowed to claim as a contibution for income tax purposes ?
5,What Kenyan city is the safari center for East Africa ?
5,Where can I find a picture of a Blue Meanie ?
3,What group starred in the movie Rock Around the Clock ?
0,What are Bellworts ?
5,Where is Santa Lucia ?
3,What actor 's autobiography is titled All My Yesterdays ?
OTHERS,How many names are there for Eskimo people ?
5,What is a country that starts with the letter x ?
OTHERS,What does a chairbound basophobic fear ?
3,What U.S. vice-president killed Alexander Hamilton in a duel ?
OTHERS,What two vegetables are combined in succotash ?
0,What are the seven deadly sins ?
3,Who said `` the only thing we have to fear is fear itself '' ?
OTHERS,What Marx Brothers movie centers on a stolen painting ?
3,Who shared a New York City apartment with Roger Maris the year he hit 61 home runs ?
OTHERS,What percentage of the body is muscle ?
5,Where are the busiest ports in the world ?
OTHERS,How do you say `` Grandma '' in Irish ?
5,What ocean surrounds the Madeira Islands ?
OTHERS,How many chemical elements are there ?
OTHERS,What Shakespeare play opens with the line : `` Now is the winter of our discontent.. . '' ?
5,What state in the U.S. has the most blacks ?
0,How did Rocky Marciano die ?
OTHERS,What did the Chinese emperor present to the English soldier Gordon in recognition of his services in quelling rebellions ?
5,Where do hyenas live ?
OTHERS,What 's the most common non-contagious disease in the world ?
3,Name a ballet company Mikhail Baryshnikov has danced for ?
0,What is a wart ?
3,Who seized power from Milton Obote in 1971 ?
OTHERS,"In what sport are these following numbers relevant : 118 , 126 , 134 , 142 , 15 , 158 , 167 , 177 , and 19 ?"
3,Who did the Seven Mules block for ?
0,What is the origin of the surname of Braun ?
2,What does `` B.Y.O.B. '' mean ?
OTHERS,What is the average time to kiss somene ?
5,Where can I get a map of Prussia on the Internet ?
5,Where is the Kentucky Horse Park located ?
3,What was the name of Randy Steven Craft 's lawyer ?
3,Who was the star witness at the Senate Watergate hearings ?
0,What is Megan 's law ?
0,"Why do USA fax machines not work in UK , NNP ?"
OTHERS,On which date is the Ukrainians ' Christmas ?
OTHERS,What 1953 film won Frank Sinatra a best supporting actor Oscar ?
3,Who invented the vacuum cleaner ?
3,What U.S. President showed a fondness for munching on bee pollen bars ?
3,Who was The Pride of the Yankees ?
OTHERS,What field sport did dentist William Beers promote and write a standard book of rules for ?
3,Who is the President of Ghana ?
3,"What U.S. Congressman said : `` Keep the faith , baby '' ."
3,What is Larry King 's job ?
3,"What celebrity couple , when going through a divorce , divided their toilet paper into two equal piles ?"
0,What is the origin of `` Beauty is in the eye of the beholder '' ?
0,What is an urban legend ?
3,What are the three most successful companies of our time ?
OTHERS,What is the name of the art of growing miniature trees ?
3,Who played Al Jolson in the Jolson Story ?
OTHERS,Name a film that has won the Golden Bear in the Berlin Film Festival ?
OTHERS,What hide-and-seek game is played around a tin can ?
0,Why do rooftops give off steam after a big rainstorm ?
3,What South Vietnamese president was assassinated by his generals in 1963 ?
OTHERS,What is the chemical reactivity of neon ?
3,Who found Hawaii ?
3,What major airline has the best safety record in the world ?
OTHERS,How long does it take the Milky Way Galaxy to make one revolution ?
0,What made Jane Goodall famous ?
OTHERS,How many pairs of wings does a tsetse fly have ?
3,What Asian leader was known as The Little Brown Saint ?
OTHERS,How many bails are there in a cricket wicket ?
3,What are the first names of the famous husband-and-wife acting team of Lunt and Fontanne ?
5,What was the largest city in the world to declare martial law in 1989 ?
0,Why doesn 't www.answers.com have any answers to my questions ?
0,What do Christian Scientists believe in ?
5,What colorful sea 's region does Greek legend say the Amazons lived near ?
0,What is white chocolate ?
0,How is thalassemia defined ?
5,What river does the Grand Coulee Dam dam ?
OTHERS,"What are the 7 principles of learning from the Institute for Research on Learning , IRL ?"
5,What city did the Flintstones live in ?
0,What is multimedia ?
OTHERS,What is a fear of being cold ?
OTHERS,Which comic book was not spawned directly from the pulp magazines ?
3,Who is the French literary charcter who is chiefly famous for his enormous nose ?
5,What stadium do the Miami Dolphins play their home games in ?
5,What is the highest continent ?
0,What is a horologist ?
OTHERS,"What product is for kids , and not for silly rabbits ?"
OTHERS,What does the method called `` cold fusion '' create ?
OTHERS,What is a fear of food ?
0,Why did Egyptians shave their eyebrows ?
0,What kind of greeting is appropriate to send on Yom Kippur ?
5,What 's the longest river in Canada ?
3,Who reports the weather on the `` Good Morning America '' television show ?
0,What is cosmology ?
3,Which of the following TV newsmen was a Rhodes scholar ?
5,What country boasts the most dams ?
OTHERS,What is the population of Mozambique ?
3,Who thought he 'd never see a poem lovely as a tree ?
0,What is main reason for that electric vehicles can 't be popular nowadays ?
0,How do I get a complete list of all the people that are living with the last name Kilvington ?
0,How do I write to my Congressman ?
OTHERS,"What was the 24-disc John Gabel Entertainer the first example of , in 1960 ?"
0,What 's the distinction of U.S. Supreme Court Justice Thurgood Marshall ?
0,What is agent orange ?
OTHERS,What are the three winter months in the southern hemisphere ?
0,How do you calculate the change in enthalpy of a chemical reaction ?
